InvoiceNo;StockCode;Description;Quantity;InvoiceDate;UnitPrice;CustomerID;Country
557621;84817;DANISH ROSE DECORATIVE PLATE;6;21/06/2011 14:00;2,1;12444;Norway
545227;84821;DANISH ROSE DELUXE COASTER;24;01/03/2011 09:35;0,85;12428;Finland
545226;84819;DANISH ROSE ROUND SEWING BOX;8;01/03/2011 09:33;3,39;12428;Finland
557621;84819;DANISH ROSE ROUND SEWING BOX;3;21/06/2011 14:00;4,25;12444;Norway
557621;84820;DANISH ROSE TRINKET TRAYS;2;21/06/2011 14:00;5,95;12444;Norway
576019;21015;DARK BIRD HOUSE TREE DECORATION;24;13/11/2011 14:31;0,29;12865;Austria
577314;23330;DECORATIVE WICKER HEART MEDIUM;12;18/11/2011 13:23;1,25;12444;Norway
544156;22654;DELUXE SEWING KIT ;3;16/02/2011 12:33;5,95;12352;Norway
545323;22654;DELUXE SEWING KIT ;6;01/03/2011 14:57;5,95;12352;Norway
577314;22654;DELUXE SEWING KIT ;3;18/11/2011 13:23;5,95;12444;Norway
559928;21251;DINOSAUR HEIGHT CHART STICKER SET;12;14/07/2011 08:52;2,95;12405;Finland
563100;21251;DINOSAUR HEIGHT CHART STICKER SET;6;12/08/2011 09:57;2,95;12381;Norway
578811;21251;DINOSAUR HEIGHT CHART STICKER SET;6;25/11/2011 13:28;2,95;12438;Norway
560991;21829;DINOSAUR KEYRINGS ASSORTED;36;22/07/2011 13:29;0,21;12438;Norway
554132;21561;DINOSAUR LUNCH BOX WITH CUTLERY;12;23/05/2011 09:43;2,55;12360;Austria
563749;21561;DINOSAUR LUNCH BOX WITH CUTLERY;6;19/08/2011 10:10;2,55;12360;Austria
576519;22334;DINOSAUR PARTY BAG + STICKER SET;16;15/11/2011 12:25;1,65;12676;Sweden
557427;23236;DOILEY STORAGE TIN;12;20/06/2011 12:14;2,89;12429;Denmark
559004;23236;DOILEY STORAGE TIN;12;05/07/2011 12:23;2,89;12428;Finland
559145;23236;DOILEY STORAGE TIN;6;06/07/2011 14:17;2,89;17404;Sweden
561627;23236;DOILEY STORAGE TIN;6;28/07/2011 14:08;2,89;12453;Austria
561902;23236;DOILEY STORAGE TIN;48;31/07/2011 15:50;2,89;17404;Sweden
574442;23458;DOLLY CABINET 3 DRAWERS ;2;04/11/2011 11:40;14,95;12704;Finland
546780;23008;DOLLY GIRL BABY GIFT SET;24;17/03/2011 07:40;14,95;12435;Denmark
554132;23008;DOLLY GIRL BABY GIFT SET;6;23/05/2011 09:43;14,95;12360;Austria
563749;23008;DOLLY GIRL BABY GIFT SET;4;19/08/2011 10:10;16,95;12360;Austria
571705;23008;DOLLY GIRL BABY GIFT SET;2;18/10/2011 15:22;16,95;12360;Austria
557889;23289;DOLLY GIRL CHILDRENS BOWL;8;23/06/2011 13:51;1,25;12412;Denmark
560991;23289;DOLLY GIRL CHILDRENS BOWL;8;22/07/2011 13:29;1,25;12438;Norway
561102;23289;DOLLY GIRL CHILDRENS BOWL;24;25/07/2011 11:17;1,25;12412;Denmark
562602;23289;DOLLY GIRL CHILDRENS BOWL;8;08/08/2011 10:11;1,25;12865;Austria
578811;23289;DOLLY GIRL CHILDRENS BOWL;8;25/11/2011 13:28;1,25;12438;Norway
557889;23291;DOLLY GIRL CHILDRENS CUP;8;23/06/2011 13:51;1,25;12412;Denmark
560991;23291;DOLLY GIRL CHILDRENS CUP;8;22/07/2011 13:29;1,25;12438;Norway
561102;23291;DOLLY GIRL CHILDRENS CUP;16;25/07/2011 11:17;1,25;12412;Denmark
562602;23291;DOLLY GIRL CHILDRENS CUP;8;08/08/2011 10:11;1,25;12865;Austria
578811;23291;DOLLY GIRL CHILDRENS CUP;8;25/11/2011 13:28;1,25;12438;Norway
544156;22630;DOLLY GIRL LUNCH BOX;12;16/02/2011 12:33;1,95;12352;Norway
544157;22630;DOLLY GIRL LUNCH BOX;12;16/02/2011 12:46;1,95;12372;Denmark
552731;22630;DOLLY GIRL LUNCH BOX;24;11/05/2011 10:43;1,95;12372;Denmark
556127;22630;DOLLY GIRL LUNCH BOX;12;09/06/2011 10:23;1,95;12406;Denmark
557889;22630;DOLLY GIRL LUNCH BOX;12;23/06/2011 13:51;1,95;12412;Denmark
560991;22630;DOLLY GIRL LUNCH BOX;12;22/07/2011 13:29;1,95;12438;Norway
561102;22630;DOLLY GIRL LUNCH BOX;12;25/07/2011 11:17;1,95;12412;Denmark
561627;22630;DOLLY GIRL LUNCH BOX;12;28/07/2011 14:08;1,95;12453;Austria
562602;22630;DOLLY GIRL LUNCH BOX;12;08/08/2011 10:11;1,95;12865;Austria
563100;22630;DOLLY GIRL LUNCH BOX;12;12/08/2011 09:57;1,95;12381;Norway
567526;22630;DOLLY GIRL LUNCH BOX;64;21/09/2011 09:06;1,65;12435;Denmark
568872;22630;DOLLY GIRL LUNCH BOX;12;29/09/2011 12:12;1,95;12372;Denmark
571705;22630;DOLLY GIRL LUNCH BOX;12;18/10/2011 15:22;1,95;12360;Austria
573035;22630;DOLLY GIRL LUNCH BOX;12;27/10/2011 13:43;1,95;12433;Norway
577314;22630;DOLLY GIRL LUNCH BOX;12;18/11/2011 13:23;1,95;12444;Norway
580716;22630;DOLLY GIRL LUNCH BOX;12;05/12/2011 16:48;1,95;12367;Denmark
576019;23390;DOLLY GIRL MINI BACKPACK;4;13/11/2011 14:31;4,15;12865;Austria
578811;23390;DOLLY GIRL MINI BACKPACK;4;25/11/2011 13:28;4,15;12438;Norway
571705;20686;DOLLY MIXTURE CHILDREN'S UMBRELLA;6;18/10/2011 15:22;3,25;12360;Austria
579692;21248;DOOR HANGER  MUM + DADS ROOM;12;30/11/2011 14:05;1,45;12433;Norway
581476;21248;DOOR HANGER  MUM + DADS ROOM;12;09/12/2011 08:48;1,45;12433;Norway
577126;22366;DOORMAT AIRMAIL ;10;17/11/2011 19:22;7,08;12406;Denmark
559004;48184;DOORMAT ENGLISH ROSE ;4;05/07/2011 12:23;7,95;12428;Finland
559707;48185;DOORMAT FAIRY CAKE;2;12/07/2011 10:04;7,95;12358;Austria
537868;22690;DOORMAT HOME SWEET HOME BLUE ;2;08/12/2010 16:49;7,95;12433;Norway
545226;22690;DOORMAT HOME SWEET HOME BLUE ;2;01/03/2011 09:33;7,95;12428;Finland
557472;22690;DOORMAT HOME SWEET HOME BLUE ;2;20/06/2011 13:27;7,95;12432;Norway
557803;23284;DOORMAT KEEP CALM AND COME IN;2;23/06/2011 10:20;7,95;12704;Finland
559004;22689;DOORMAT MERRY CHRISTMAS RED ;6;05/07/2011 12:23;7,95;12428;Finland
564558;22414;DOORMAT NEIGHBOURHOOD WITCH ;2;26/08/2011 08:59;7,95;12704;Finland
545226;48187;DOORMAT NEW ENGLAND;20;01/03/2011 09:33;6,75;12428;Finland
537868;22688;DOORMAT PEACE ON EARTH BLUE;12;08/12/2010 16:49;6,75;12433;Norway
536532;20685;DOORMAT RED RETROSPOT;2;01/12/2010 13:24;7,95;12433;Norway
537868;20685;DOORMAT RED RETROSPOT;2;08/12/2010 16:49;7,95;12433;Norway
545226;20685;DOORMAT RED RETROSPOT;2;01/03/2011 09:33;7,95;12428;Finland
564558;20685;DOORMAT RED RETROSPOT;2;26/08/2011 08:59;7,95;12704;Finland
567306;20685;DOORMAT RED RETROSPOT;2;19/09/2011 13:32;7,95;12752;Norway
571053;20685;DOORMAT RED RETROSPOT;2;13/10/2011 13:53;8,25;12631;Finland
538003;22365;DOORMAT RESPECTABLE HOUSE;2;09/12/2010 12:05;7,95;12429;Denmark
545226;21524;DOORMAT SPOTTY HOME SWEET HOME;6;01/03/2011 09:33;7,95;12428;Finland
567526;21524;DOORMAT SPOTTY HOME SWEET HOME;50;21/09/2011 09:06;7,08;12435;Denmark
556127;48188;DOORMAT WELCOME PUPPIES;10;09/06/2011 10:23;6,75;12406;Denmark
562602;48188;DOORMAT WELCOME PUPPIES;2;08/08/2011 10:11;7,95;12865;Austria
567505;22692;DOORMAT WELCOME TO OUR HOME;2;20/09/2011 14:34;8,25;12352;Norway
548955;23077;DOUGHNUT LIP GLOSS ;80;05/04/2011 10:47;1,25;12348;Finland
568172;23077;DOUGHNUT LIP GLOSS ;120;25/09/2011 13:13;1,25;12348;Finland
557803;23034;DRAWER KNOB CERAMIC BLACK;48;23/06/2011 10:20;1,45;12704;Finland
566773;23034;DRAWER KNOB CERAMIC BLACK;12;15/09/2011 09:43;1,45;12444;Norway
571053;23035;DRAWER KNOB CERAMIC IVORY;6;13/10/2011 13:53;1,45;12631;Finland
562602;23028;DRAWER KNOB CRACKLE GLAZE BLUE;12;08/08/2011 10:11;1,65;12865;Austria
566773;23028;DRAWER KNOB CRACKLE GLAZE BLUE;12;15/09/2011 09:43;1,65;12444;Norway
571053;23028;DRAWER KNOB CRACKLE GLAZE BLUE;12;13/10/2011 13:53;1,65;12631;Finland
557621;23029;DRAWER KNOB CRACKLE GLAZE GREEN;12;21/06/2011 14:00;1,65;12444;Norway
562602;23029;DRAWER KNOB CRACKLE GLAZE GREEN;12;08/08/2011 10:11;1,65;12865;Austria
571053;23029;DRAWER KNOB CRACKLE GLAZE GREEN;12;13/10/2011 13:53;1,65;12631;Finland
557803;23032;DRAWER KNOB CRACKLE GLAZE IVORY;12;23/06/2011 10:20;1,65;12704;Finland
562602;23032;DRAWER KNOB CRACKLE GLAZE IVORY;12;08/08/2011 10:11;1,65;12865;Austria
566773;23032;DRAWER KNOB CRACKLE GLAZE IVORY;12;15/09/2011 09:43;1,65;12444;Norway
571053;23032;DRAWER KNOB CRACKLE GLAZE IVORY;12;13/10/2011 13:53;1,65;12631;Finland
557621;23031;DRAWER KNOB CRACKLE GLAZE PINK;12;21/06/2011 14:00;1,65;12444;Norway
562602;23031;DRAWER KNOB CRACKLE GLAZE PINK;12;08/08/2011 10:11;1,65;12865;Austria
571053;23031;DRAWER KNOB CRACKLE GLAZE PINK;12;13/10/2011 13:53;1,65;12631;Finland
566773;23027;DRAWER KNOB VINTAGE GLASS HEXAGON;12;15/09/2011 09:43;2,08;12444;Norway
545226;22860;EASTER TIN CHICKS PINK DAISY;6;01/03/2011 09:33;1,65;12428;Finland
540040;85169C;EAU DE NIL LOVE BIRD CANDLE;24;04/01/2011 14:20;0,42;12483;Sweden
559707;15056BL;EDWARDIAN PARASOL BLACK;12;12/07/2011 10:04;5,95;12358;Austria
564558;15056BL;EDWARDIAN PARASOL BLACK;3;26/08/2011 08:59;5,95;12704;Finland
573035;15056BL;EDWARDIAN PARASOL BLACK;9;27/10/2011 13:43;5,95;12433;Norway
581232;15056BL;EDWARDIAN PARASOL BLACK;24;08/12/2011 10:26;5,95;12358;Austria
559707;15056N;EDWARDIAN PARASOL NATURAL;12;12/07/2011 10:04;5,95;12358;Austria
562274;15056N;EDWARDIAN PARASOL NATURAL;3;04/08/2011 10:00;5,95;12704;Finland
566195;15056N;EDWARDIAN PARASOL NATURAL;21;09/09/2011 13:44;5,95;12433;Norway
581232;15056N;EDWARDIAN PARASOL NATURAL;24;08/12/2011 10:26;5,95;12358;Austria
557803;15056P;EDWARDIAN PARASOL PINK;6;23/06/2011 10:20;5,95;12704;Finland
559707;15056P;EDWARDIAN PARASOL PINK;12;12/07/2011 10:04;5,95;12358;Austria
562274;15056P;EDWARDIAN PARASOL PINK;3;04/08/2011 10:00;5,95;12704;Finland
564558;15056P;EDWARDIAN PARASOL PINK;3;26/08/2011 08:59;5,95;12704;Finland
567938;15056P;EDWARDIAN PARASOL PINK;3;22/09/2011 18:14;5,95;12704;Finland
581232;15056P;EDWARDIAN PARASOL PINK;12;08/12/2011 10:26;5,95;12358;Austria
559707;20679;EDWARDIAN PARASOL RED;12;12/07/2011 10:04;5,95;12358;Austria
562274;20679;EDWARDIAN PARASOL RED;3;04/08/2011 10:00;5,95;12704;Finland
573035;20679;EDWARDIAN PARASOL RED;9;27/10/2011 13:43;5,95;12433;Norway
581232;20679;EDWARDIAN PARASOL RED;24;08/12/2011 10:26;5,95;12358;Austria
577314;23564;EGG CUP MILKMAID INGRID;12;18/11/2011 13:23;1,25;12444;Norway
573195;21507;ELEPHANT BIRTHDAY CARD ;12;28/10/2011 11:40;0,42;12432;Norway
566773;23074;EMBOSSED HEART TRINKET BOX;6;15/09/2011 09:43;2,08;12444;Norway
576082;23519;EMBROIDERED RIBBON REEL CLAIRE;6;14/11/2011 08:22;3,75;12428;Finland
570666;23515;EMBROIDERED RIBBON REEL DAISY ;6;11/10/2011 14:24;2,08;13919;Denmark
576082;23515;EMBROIDERED RIBBON REEL DAISY ;6;14/11/2011 08:22;2,08;12428;Finland
570666;23511;EMBROIDERED RIBBON REEL EMILY ;6;11/10/2011 14:24;2,08;13919;Denmark
C571507;23511;EMBROIDERED RIBBON REEL EMILY ;-5;17/10/2011 15:24;2,08;13919;Denmark
570666;23518;EMBROIDERED RIBBON REEL RACHEL ;6;11/10/2011 14:24;2,89;13919;Denmark
570666;23512;EMBROIDERED RIBBON REEL ROSIE;6;11/10/2011 14:24;2,08;13919;Denmark
570666;23513;EMBROIDERED RIBBON REEL SUSIE ;6;11/10/2011 14:24;2,08;13919;Denmark
536532;22494;EMERGENCY FIRST AID TIN ;24;01/12/2010 13:24;1,25;12433;Norway
537626;22494;EMERGENCY FIRST AID TIN ;12;07/12/2010 14:57;1,25;12347;Iceland
537868;22494;EMERGENCY FIRST AID TIN ;24;08/12/2010 16:49;1,25;12433;Norway
557621;22494;EMERGENCY FIRST AID TIN ;12;21/06/2011 14:00;1,25;12444;Norway
577126;22494;EMERGENCY FIRST AID TIN ;24;17/11/2011 19:22;1,25;12406;Denmark
557474;22053;EMPIRE DESIGN ROSETTE;10;20/06/2011 13:29;1,25;12432;Norway
545227;35241;ENAMEL BLUE RIM BISCUIT BIN;3;01/03/2011 09:35;4,95;12428;Finland
557621;22424;ENAMEL BREAD BIN CREAM;2;21/06/2011 14:00;12,75;12444;Norway
557621;22427;ENAMEL FLOWER JUG CREAM;3;21/06/2011 14:00;5,95;12444;Norway
557621;22429;ENAMEL MEASURING JUG CREAM;4;21/06/2011 14:00;4,25;12444;Norway
545227;35810A;ENAMEL PINK COFFEE CONTAINER;6;01/03/2011 09:35;2,1;12428;Finland
548363;35810A;ENAMEL PINK COFFEE CONTAINER;24;30/03/2011 15:48;0,83;12428;Finland
557621;35810A;ENAMEL PINK COFFEE CONTAINER;12;21/06/2011 14:00;0,83;12444;Norway
559928;35810A;ENAMEL PINK COFFEE CONTAINER;12;14/07/2011 08:52;0,83;12405;Finland
545227;35809A;ENAMEL PINK TEA CONTAINER;6;01/03/2011 09:35;2,1;12428;Finland
548363;35809A;ENAMEL PINK TEA CONTAINER;24;30/03/2011 15:48;0,83;12428;Finland
557621;22426;ENAMEL WASH BOWL CREAM;4;21/06/2011 14:00;3,75;12444;Norway
557621;22430;ENAMEL WATERING CAN CREAM;4;21/06/2011 14:00;4,95;12444;Norway
545226;84030E;ENGLISH ROSE HOT WATER BOTTLE;8;01/03/2011 09:33;4,25;12428;Finland
545227;84536A;ENGLISH ROSE NOTEBOOK A7 SIZE;16;01/03/2011 09:35;0,42;12428;Finland
563020;84536A;ENGLISH ROSE NOTEBOOK A7 SIZE;48;11/08/2011 12:58;0,42;12428;Finland
573035;47504H;ENGLISH ROSE SPIRIT LEVEL ;12;27/10/2011 13:43;0,79;12433;Norway
579692;47504H;ENGLISH ROSE SPIRIT LEVEL ;36;30/11/2011 14:05;0,79;12433;Norway
581476;47504H;ENGLISH ROSE SPIRIT LEVEL ;36;09/12/2011 08:48;0,79;12433;Norway
549588;85017B;ENVELOPE 50 BLOSSOM IMAGES;12;11/04/2011 10:04;0,85;12428;Finland
567938;85017B;ENVELOPE 50 BLOSSOM IMAGES;12;22/09/2011 18:14;0,42;12704;Finland
570875;21352;EUCALYPTUS & PINECONE  WREATH;12;12/10/2011 17:00;2,95;12667;Finland
567505;37495;FAIRY CAKE BIRTHDAY CANDLE SET;4;20/09/2011 14:34;3,75;12352;Norway
569997;37495;FAIRY CAKE BIRTHDAY CANDLE SET;36;07/10/2011 08:08;2,95;12394;Denmark
573195;37495;FAIRY CAKE BIRTHDAY CANDLE SET;12;28/10/2011 11:40;3,75;12432;Norway
559707;15060B;FAIRY CAKE DESIGN UMBRELLA;4;12/07/2011 10:04;3,75;12358;Austria
566195;15060B;FAIRY CAKE DESIGN UMBRELLA;8;09/09/2011 13:44;3,75;12433;Norway
563443;21108;FAIRY CAKE FLANNEL ASSORTED COLOUR;9;16/08/2011 13:26;2,55;12641;Sweden
574690;21108;FAIRY CAKE FLANNEL ASSORTED COLOUR;18;06/11/2011 13:11;0,79;12638;Sweden
576345;21108;FAIRY CAKE FLANNEL ASSORTED COLOUR;18;14/11/2011 15:37;0,79;12374;Austria
566195;84535B;FAIRY CAKES NOTEBOOK A6 SIZE;16;09/09/2011 13:44;0,65;12433;Norway
545227;84536B;FAIRY CAKES NOTEBOOK A7 SIZE;16;01/03/2011 09:35;0,42;12428;Finland
545226;84849B;FAIRY SOAP SOAP HOLDER;12;01/03/2011 09:33;1,69;12428;Finland
574694;22466;FAIRY TALE COTTAGE NIGHT LIGHT;12;06/11/2011 13:36;1,95;12381;Norway
540040;22466;FAIRY TALE COTTAGE NIGHTLIGHT;12;04/01/2011 14:20;1,95;12483;Sweden
557427;22169;FAMILY ALBUM WHITE PICTURE FRAME;8;20/06/2011 12:14;7,65;12429;Denmark
557621;22169;FAMILY ALBUM WHITE PICTURE FRAME;2;21/06/2011 14:00;8,5;12444;Norway
536532;21506;FANCY FONT BIRTHDAY CARD, ;12;01/12/2010 13:24;0,42;12433;Norway
537868;21506;FANCY FONT BIRTHDAY CARD, ;12;08/12/2010 16:49;0,42;12433;Norway
542887;21481;FAWN BLUE HOT WATER BOTTLE;6;01/02/2011 13:10;2,95;12373;Austria
560991;21481;FAWN BLUE HOT WATER BOTTLE;6;22/07/2011 13:29;2,95;12438;Norway
563100;21481;FAWN BLUE HOT WATER BOTTLE;6;12/08/2011 09:57;2,95;12381;Norway
566195;21481;FAWN BLUE HOT WATER BOTTLE;6;09/09/2011 13:44;2,95;12433;Norway
574694;21481;FAWN BLUE HOT WATER BOTTLE;4;06/11/2011 13:36;3,75;12381;Norway
577126;21481;FAWN BLUE HOT WATER BOTTLE;12;17/11/2011 19:22;3,75;12406;Denmark
578811;21481;FAWN BLUE HOT WATER BOTTLE;4;25/11/2011 13:28;3,75;12438;Norway
579692;21481;FAWN BLUE HOT WATER BOTTLE;12;30/11/2011 14:05;3,75;12433;Norway
581476;21481;FAWN BLUE HOT WATER BOTTLE;12;09/12/2011 08:48;3,75;12433;Norway
556201;51014C;FEATHER PEN,COAL BLACK;12;09/06/2011 13:01;0,85;12347;Iceland
557889;51014C;FEATHER PEN,COAL BLACK;24;23/06/2011 13:51;0,39;12412;Denmark
562285;51014A;FEATHER PEN,HOT PINK;240;04/08/2011 10:45;0,39;17404;Sweden
574690;51014L;FEATHER PEN,LIGHT PINK;24;06/11/2011 13:11;0,39;12638;Sweden
545226;22256;FELT FARM ANIMAL CHICKEN;12;01/03/2011 09:33;1,25;12428;Finland
540040;22264;FELT FARM ANIMAL WHITE BUNNY ;48;04/01/2011 14:20;0,19;12483;Sweden
565287;22255;FELT TOADSTOOL  SMALL;24;02/09/2011 11:42;0,85;12483;Sweden
554132;23128;FELTCRAFT BOY JEAN-PAUL KIT;4;23/05/2011 09:43;4,95;12360;Austria
571705;22940;FELTCRAFT CHRISTMAS FAIRY;4;18/10/2011 15:22;4,25;12360;Austria
576019;22940;FELTCRAFT CHRISTMAS FAIRY;4;13/11/2011 14:31;4,25;12865;Austria
567306;22569;FELTCRAFT CUSHION BUTTERFLY;24;19/09/2011 13:32;3,39;12752;Norway
567306;22568;FELTCRAFT CUSHION OWL;48;19/09/2011 13:32;3,39;12752;Norway
567306;22570;FELTCRAFT CUSHION RABBIT;24;19/09/2011 13:32;3,39;12752;Norway
571705;22274;FELTCRAFT DOLL EMILY;6;18/10/2011 15:22;2,95;12360;Austria
571705;22273;FELTCRAFT DOLL MOLLY;6;18/10/2011 15:22;2,95;12360;Austria
540040;22271;FELTCRAFT DOLL ROSIE;12;04/01/2011 14:20;2,95;12483;Sweden
578811;23127;FELTCRAFT GIRL NICOLE KIT;12;25/11/2011 13:28;4,95;12438;Norway
567306;22587;FELTCRAFT HAIRBAND RED AND BLUE;48;19/09/2011 13:32;0,85;12752;Norway
540040;22749;FELTCRAFT PRINCESS CHARLOTTE DOLL;12;04/01/2011 14:20;3,75;12483;Sweden
566195;72232;FENG SHUI PILLAR CANDLE;48;09/09/2011 13:44;0,19;12433;Norway
573035;72232;FENG SHUI PILLAR CANDLE;48;27/10/2011 13:43;0,19;12433;Norway
579692;72232;FENG SHUI PILLAR CANDLE;144;30/11/2011 14:05;0,19;12433;Norway
581476;72232;FENG SHUI PILLAR CANDLE;144;09/12/2011 08:48;0,19;12433;Norway
536532;21260;FIRST AID TIN;12;01/12/2010 13:24;3,25;12433;Norway
537868;21260;FIRST AID TIN;12;08/12/2010 16:49;3,25;12433;Norway
542428;21260;FIRST AID TIN;48;28/01/2011 10:00;3,25;17404;Sweden
561902;21260;FIRST AID TIN;48;31/07/2011 15:50;3,25;17404;Sweden
545226;22317;FIVE CATS HANGING DECORATION;12;01/03/2011 09:33;2,95;12428;Finland
559928;22317;FIVE CATS HANGING DECORATION;6;14/07/2011 08:52;2,95;12405;Finland
545226;22318;FIVE HEART HANGING DECORATION;6;01/03/2011 09:33;2,95;12428;Finland
559928;22318;FIVE HEART HANGING DECORATION;12;14/07/2011 08:52;2,95;12405;Finland
573195;20694;FLORAL PINK MONSTER;8;28/10/2011 11:40;3,75;12432;Norway
554132;21676;FLOWERS  STICKERS;12;23/05/2011 09:43;0,85;12360;Austria
554132;84674;FLYING PIG WATERING CAN;6;23/05/2011 09:43;2,95;12360;Austria
568223;23280;FOLDING BUTTERFLY MIRROR HOT PINK ;12;26/09/2011 10:16;0,83;12412;Denmark
561102;23282;FOLDING BUTTERFLY MIRROR IVORY ;12;25/07/2011 11:17;0,83;12412;Denmark
561102;23281;FOLDING BUTTERFLY MIRROR RED  ;12;25/07/2011 11:17;0,83;12412;Denmark
568223;23281;FOLDING BUTTERFLY MIRROR RED  ;12;26/09/2011 10:16;0,83;12412;Denmark
545226;21710;FOLDING UMBRELLA PINKWHITE POLKADOT;4;01/03/2011 09:33;4,95;12428;Finland
573511;22131;FOOD CONTAINER SET 3 LOVE HEART ;6;31/10/2011 12:25;1,95;12347;Iceland
537626;22212;FOUR HOOK  WHITE LOVEBIRDS;6;07/12/2010 14:57;2,1;12347;Iceland
560991;22212;FOUR HOOK  WHITE LOVEBIRDS;6;22/07/2011 13:29;2,1;12438;Norway
545226;85053;FRENCH ENAMEL CANDLEHOLDER;6;01/03/2011 09:33;2,1;12428;Finland
557621;85053;FRENCH ENAMEL CANDLEHOLDER;6;21/06/2011 14:00;2,1;12444;Norway
576019;85053;FRENCH ENAMEL CANDLEHOLDER;6;13/11/2011 14:31;2,1;12865;Austria
577314;85053;FRENCH ENAMEL CANDLEHOLDER;12;18/11/2011 13:23;2,1;12444;Norway
557621;85054;FRENCH ENAMEL POT W LID;6;21/06/2011 14:00;2,95;12444;Norway
577314;85059;FRENCH ENAMEL WATER BASIN;8;18/11/2011 13:23;3,75;12444;Norway
557621;20840;FRENCH FLORAL CUSHION COVER ;12;21/06/2011 14:00;0,85;12444;Norway
538003;22673;FRENCH GARDEN SIGN BLUE METAL;24;09/12/2010 12:05;1,25;12429;Denmark
557803;22675;FRENCH KITCHEN SIGN BLUE METAL;12;23/06/2011 10:20;1,25;12704;Finland
570875;20838;FRENCH LATTICE CUSHION COVER ;12;12/10/2011 17:00;0,85;12667;Finland
570875;20839;FRENCH PAISLEY CUSHION COVER ;12;12/10/2011 17:00;0,85;12667;Finland
566195;23187;FRENCH STYLE STORAGE JAR BONBONS;48;09/09/2011 13:44;0,29;12433;Norway
579881;23186;FRENCH STYLE STORAGE JAR CAFE ;48;30/11/2011 17:22;0,29;12429;Denmark
538003;22670;FRENCH WC SIGN BLUE METAL;36;09/12/2010 12:05;1,25;12429;Denmark
557803;22670;FRENCH WC SIGN BLUE METAL;12;23/06/2011 10:20;1,25;12704;Finland
566195;22670;FRENCH WC SIGN BLUE METAL;12;09/09/2011 13:44;1,25;12433;Norway
579692;22670;FRENCH WC SIGN BLUE METAL;24;30/11/2011 14:05;1,25;12433;Norway
581476;22670;FRENCH WC SIGN BLUE METAL;24;09/12/2011 08:48;1,25;12433;Norway
545227;22922;FRIDGE MAGNETS US DINER ASSORTED;24;01/03/2011 09:35;0,85;12428;Finland
573035;22922;FRIDGE MAGNETS US DINER ASSORTED;12;27/10/2011 13:43;0,85;12433;Norway
545227;22201;FRYING PAN BLUE POLKADOT;8;01/03/2011 09:35;4,25;12428;Finland
566195;22201;FRYING PAN BLUE POLKADOT;24;09/09/2011 13:44;3,75;12433;Norway
566195;22200;FRYING PAN PINK POLKADOT;24;09/09/2011 13:44;3,75;12433;Norway
566195;22199;FRYING PAN RED RETROSPOT;24;09/09/2011 13:44;3,75;12433;Norway
557889;20751;FUNKY WASHING UP GLOVES ASSORTED;24;23/06/2011 13:51;2,1;12412;Denmark
557621;21745;GAOLERS KEYS DECORATIVE GARDEN ;4;21/06/2011 14:00;3,75;12444;Norway
562602;23300;GARDENERS KNEELING PAD CUP OF TEA ;12;08/08/2011 10:11;1,65;12865;Austria
562602;23301;GARDENERS KNEELING PAD KEEP CALM ;12;08/08/2011 10:11;1,65;12865;Austria
539338;22651;GENTLEMAN SHIRT REPAIR KIT ;144;17/12/2010 10:54;0,85;17404;Sweden
546161;22651;GENTLEMAN SHIRT REPAIR KIT ;144;10/03/2011 09:52;0,85;17404;Sweden
566195;23073;GEORGIAN TRINKET BOX;2;09/09/2011 13:44;12,5;12433;Norway
571705;23320;GIANT 50'S CHRISTMAS CRACKER;12;18/10/2011 15:22;2,89;12360;Austria
576345;23320;GIANT 50'S CHRISTMAS CRACKER;12;14/11/2011 15:37;2,89;12374;Austria
539338;22820;GIFT BAG BIRTHDAY;192;17/12/2010 10:54;0,65;17404;Sweden
557889;22820;GIFT BAG BIRTHDAY;12;23/06/2011 13:51;0,65;12412;Denmark
561102;22820;GIFT BAG BIRTHDAY;24;25/07/2011 11:17;0,65;12412;Denmark
549222;22821;GIFT BAG PSYCHEDELIC APPLES;12;07/04/2011 10:43;0,65;12347;Iceland
562602;21175;GIN + TONIC DIET METAL SIGN;12;08/08/2011 10:11;2,55;12865;Austria
573035;21175;GIN + TONIC DIET METAL SIGN;12;27/10/2011 13:43;2,55;12433;Norway
576019;21175;GIN + TONIC DIET METAL SIGN;12;13/11/2011 14:31;2,55;12865;Austria
579881;21175;GIN + TONIC DIET METAL SIGN;48;30/11/2011 17:22;2,08;12429;Denmark
579692;21175;GIN AND TONIC DIET METAL SIGN;48;30/11/2011 14:05;2,08;12433;Norway
581476;21175;GIN AND TONIC DIET METAL SIGN;48;09/12/2011 08:48;2,08;12433;Norway
536532;21874;GIN AND TONIC MUG;24;01/12/2010 13:24;1,25;12433;Norway
537868;21874;GIN AND TONIC MUG;24;08/12/2010 16:49;1,25;12433;Norway
579692;21874;GIN AND TONIC MUG;36;30/11/2011 14:05;1,45;12433;Norway
581476;21874;GIN AND TONIC MUG;36;09/12/2011 08:48;1,45;12433;Norway
536532;22966;GINGERBREAD MAN COOKIE CUTTER;24;01/12/2010 13:24;1,25;12433;Norway
537868;22966;GINGERBREAD MAN COOKIE CUTTER;24;08/12/2010 16:49;1,25;12433;Norway
563100;22966;GINGERBREAD MAN COOKIE CUTTER;12;12/08/2011 09:57;1,25;12381;Norway
